SetLocation,-11544.876246,11597.494384,2535.606093
SetRotation,-0.515493,0.000000,-0.856894,0.623430,0.686058,-0.375045,0.587880,-0.727546,-0.353658
SetToolParameters,26448,65929,39318,0,0,0,0,0,0,2300.000000,0
EndFrame
SetLocation,-11544.876246,11597.494384,2535.606093
SetRotation,-0.515493,0.000000,-0.856894,0.623430,0.686058,-0.375045,0.587880,-0.727546,-0.353658
SetToolParameters,27869,67596,42592,0,0,0,0,0,0,2300.000000,0
EndFrame
SetLocation,-11544.876246,11597.494384,2535.606093
SetRotation,-0.515493,0.000000,-0.856894,0.623430,0.686058,-0.375045,0.587880,-0.727546,-0.353658
SetToolParameters,27887,67614,42657,0,0,0,0,0,0,2300.000000,0
EndFrame
SetLocation,-11544.876246,11597.494384,2535.606093
SetRotation,-0.515493,0.000000,-0.856894,0.623430,0.686058,-0.375045,0.587880,-0.727546,-0.353658
SetToolParameters,27727,68027,42974,0,0,0,0,0,0,2300.000000,0
EndFrame
SetLocation,-11544.876246,11597.494384,2535.606093
SetRotation,-0.515493,0.000000,-0.856894,0.623430,0.686058,-0.375045,0.587880,-0.727546,-0.353658
SetToolParameters,27727,68105,43071,0,0,0,0,0,0,2300.000000,0
EndFrame
SetLocation,-11544.876246,11597.494384,2535.606093
SetRotation,-0.515493,0.000000,-0.856894,0.623430,0.686058,-0.375045,0.587880,-0.727546,-0.353658
SetToolParameters,27727,68105,43071,0,0,0,0,0,0,2300.000000,0
EndFrame
SetLocation,-11544.876246,11597.494384,2535.606093
SetRotation,-0.515493,0.000000,-0.856894,0.623430,0.686058,-0.375045,0.587880,-0.727546,-0.353658
SetToolParameters,27727,68105,43071,0,0,0,0,0,0,2300.000000,0
EditSphere,27727.000000,68105.000000,43071.000000,2300.000000,false
EndFrame
SetLocation,-11544.876246,11597.494384,2535.606093
SetRotation,-0.515493,0.000000,-0.856894,0.623430,0.686058,-0.375045,0.587880,-0.727546,-0.353658
SetToolParameters,26036,67448,45210,0,0,0,0,0,0,2300.000000,0
EndFrame
SetLocation,-11544.876246,11597.494384,2535.606093
SetRotation,-0.515493,0.000000,-0.856894,0.623430,0.686058,-0.375045,0.587880,-0.727546,-0.353658
SetToolParameters,26036,67459,45276,0,0,0,0,0,0,2300.000000,0
EndFrame
SetLocation,-11544.876246,11597.494384,2535.606093
SetRotation,-0.515493,0.000000,-0.856894,0.623430,0.686058,-0.375045,0.587880,-0.727546,-0.353658
SetToolParameters,26036,67473,45297,0,0,0,0,0,0,2300.000000,0
EndFrame
SetLocation,-11544.876246,11597.494384,2535.606093
SetRotation,-0.515493,0.000000,-0.856894,0.623430,0.686058,-0.375045,0.587880,-0.727546,-0.353658
SetToolParameters,26036,67538,45447,0,0,0,0,0,0,2300.000000,0
EditSphere,26036.000000,67538.000000,45447.000000,2300.000000,false
EndFrame
SetLocation,-11544.876246,11597.494384,2535.606093
SetRotation,-0.515493,0.000000,-0.856894,0.623430,0.686058,-0.375045,0.587880,-0.727546,-0.353658
SetToolParameters,29740,66344,49489,0,0,0,0,0,0,2300.000000,0
EndFrame
SetLocation,-11544.876246,11597.494384,2535.606093
SetRotation,-0.515493,0.000000,-0.856894,0.623430,0.686058,-0.375045,0.587880,-0.727546,-0.353658
SetToolParameters,28189,68251,48819,0,0,0,0,0,0,2300.000000,0
EndFrame
SetLocation,-11544.876246,11597.494384,2535.606093
SetRotation,-0.515493,0.000000,-0.856894,0.623430,0.686058,-0.375045,0.587880,-0.727546,-0.353658
SetToolParameters,28549,67988,48084,0,0,0,0,0,0,2300.000000,0
EndFrame
SetLocation,-11544.876246,11597.494384,2535.606093
SetRotation,-0.515493,0.000000,-0.856894,0.623430,0.686058,-0.375045,0.587880,-0.727546,-0.353658
SetToolParameters,28549,67988,48084,0,0,0,0,0,0,2300.000000,0
EditSphere,28549.000000,67988.000000,48084.000000,2300.000000,false
EndFrame
SetLocation,-11544.876246,11597.494384,2535.606093
SetRotation,-0.515493,0.000000,-0.856894,0.623430,0.686058,-0.375045,0.587880,-0.727546,-0.353658
SetToolParameters,31458,66797,46471,0,0,0,0,0,0,2300.000000,0
EndFrame
SetLocation,-11544.876246,11597.494384,2535.606093
SetRotation,-0.515493,0.000000,-0.856894,0.623430,0.686058,-0.375045,0.587880,-0.727546,-0.353658
SetToolParameters,31683,67899,45383,0,0,0,0,0,0,2300.000000,0
EndFrame
SetLocation,-11544.876246,11597.494384,2535.606093
SetRotation,-0.515493,0.000000,-0.856894,0.623430,0.686058,-0.375045,0.587880,-0.727546,-0.353658
SetToolParameters,31368,68231,45416,0,0,0,0,0,0,2300.000000,0
EndFrame
SetLocation,-11544.876246,11597.494384,2535.606093
SetRotation,-0.515493,0.000000,-0.856894,0.623430,0.686058,-0.375045,0.587880,-0.727546,-0.353658
SetToolParameters,31368,68231,45416,0,0,0,0,0,0,2300.000000,0
EditSphere,31368.000000,68231.000000,45416.000000,2300.000000,false
EndFrame
SetLocation,-11544.876246,11597.494384,2535.606093
SetRotation,-0.515493,0.000000,-0.856894,0.623430,0.686058,-0.375045,0.587880,-0.727546,-0.353658
SetToolParameters,27191,71088,44961,0,0,0,0,0,0,2300.000000,0
EndFrame
SetLocation,-11544.876246,11597.494384,2535.606093
