SetLocation,-951.243605,667.199855,-27.706481,,,,,,
SetRotation,0,0,-1,0,1,0,1,0,0
EndFrame,,,,,,,,,
SetLocation,-951.243605,667.199855,-27.706481,,,,,,
SetRotation,0,0,-1,0,1,0,1,0,0
EndFrame,,,,,,,,,
SetLocation,-951.243605,667.199855,-27.706481,,,,,,
SetRotation,0,0,-1,0,1,0,1,0,0
EndFrame,,,,,,,,,
SetLocation,-951.243605,667.199855,-27.706481,,,,,,
SetRotation,0,0,-1,0,1,0,1,0,0
EndFrame,,,,,,,,,
SetLocation,-951.243605,667.199855,-27.706481,,,,,,
SetRotation,0,0,-1,0,1,0,1,0,0
EndFrame,,,,,,,,,
SetLocation,-951.243605,667.199855,-27.706481,,,,,,
SetRotation,0,0,-1,0,1,0,1,0,0
EndFrame,,,,,,,,,
SetLocation,-951.243605,667.199855,-27.706481,,,,,,
SetRotation,0,0,-1,0,1,0,1,0,0
EndFrame,,,,,,,,,
SetLocation,-951.243605,667.199855,-27.706481,,,,,,
SetRotation,0,0,-1,0,1,0,1,0,0
EndFrame,,,,,,,,,
SetLocation,-951.243605,667.199855,-27.706481,,,,,,
SetRotation,0,0,-1,0,1,0,1,0,0
EndFrame,,,,,,,,,
SetLocation,-951.243605,667.199855,-27.706481,,,,,,
SetRotation,0,0,-1,0,1,0,1,0,0
EndFrame,,,,,,,,,
SetLocation,-951.243605,667.199855,-27.706481,,,,,,
SetRotation,0,0,-1,0,1,0,1,0,0
EndFrame,,,,,,,,,
SetLocation,-951.243605,667.199855,-27.706481,,,,,,
SetRotation,0,0,-1,0,1,0,1,0,0
EndFrame,,,,,,,,,
SetLocation,-951.243605,667.199855,-27.706481,,,,,,
SetRotation,0,0,-1,0,1,0,1,0,0
EndFrame,,,,,,,,,
SetLocation,-951.243605,667.199855,-27.706481,,,,,,
SetRotation,0,0,-1,0,1,0,1,0,0
EndFrame,,,,,,,,,
SetLocation,-951.243605,667.199855,-27.706481,,,,,,
SetRotation,0,0,-1,0,1,0,1,0,0
EndFrame,,,,,,,,,
SetLocation,-951.243605,667.199855,-27.706481,,,,,,
SetRotation,0,0,-1,0,1,0,1,0,0
EndFrame,,,,,,,,,
SetLocation,-951.243605,667.199855,-27.706481,,,,,,
SetRotation,0,0,-1,0,1,0,1,0,0
EndFrame,,,,,,,,,
SetLocation,-951.243605,667.199855,-27.706481,,,,,,
SetRotation,0,0,-1,0,1,0,1,0,0
EndFrame,,,,,,,,,
SetLocation,-951.243605,667.199855,-27.706481,,,,,,
SetRotation,0,0,-1,0,1,0,1,0,0
EditSphere,2775,1328,2063,10,TRUE,,,,
EndFrame,,,,,,,,,
SetLocation,-951.243605,667.199855,-27.706481,,,,,,
SetRotation,0,0,-1,0,1,0,1,0,0
EndFrame,,,,,,,,,
SetLocation,-951.243605,667.199855,-27.706481,,,,,,
SetRotation,0,0,-1,0,1,0,1,0,0
EndFrame,,,,,,,,,
SetLocation,-951.243605,667.199855,-27.706481,,,,,,
SetRotation,0,0,-1,0,1,0,1,0,0
EndFrame,,,,,,,,,
SetLocation,-951.243605,667.199855,-27.706481,,,,,,
SetRotation,0,0,-1,0,1,0,1,0,0
EndFrame,,,,,,,,,
SetLocation,-951.243605,667.199855,-27.706481,,,,,,
SetRotation,0,0,-1,0,1,0,1,0,0
EndFrame,,,,,,,,,
SetLocation,-951.243605,667.199855,-27.706481,,,,,,
SetRotation,0,0,-1,0,1,0,1,0,0
EndFrame,,,,,,,,,
SetLocation,-951.243605,667.199855,-27.706481,,,,,,
SetRotation,0,0,-1,0,1,0,1,0,0
EndFrame,,,,,,,,,
SetLocation,-951.243605,667.199855,-27.706481,,,,,,
SetRotation,0,0,-1,0,1,0,1,0,0
EndFrame,,,,,,,,,
SetLocation,-951.243605,667.199855,-27.706481,,,,,,
SetRotation,0,0,-1,0,1,0,1,0,0
EndFrame,,,,,,,,,
SetLocation,-951.243605,667.199855,-27.706481,,,,,,
SetRotation,0,0,-1,0,1,0,1,0,0
EndFrame,,,,,,,,,
SetLocation,-951.243605,667.199855,-27.706481,,,,,,
SetRotation,0,0,-1,0,1,0,1,0,0
EndFrame,,,,,,,,,
SetLocation,-951.243605,667.199855,-27.706481,,,,,,
SetRotation,0,0,-1,0,1,0,1,0,0
EndFrame,,,,,,,,,
SetLocation,-951.243605,667.199855,-27.706481,,,,,,
SetRotation,0,0,-1,0,1,0,1,0,0
EndFrame,,,,,,,,,
SetLocation,-951.243605,667.199855,-27.706481,,,,,,
SetRotation,0,0,-1,0,1,0,1,0,0
EndFrame,,,,,,,,,
SetLocation,-951.243605,667.199855,-27.706481,,,,,,
SetRotation,0,0,-1,0,1,0,1,0,0
EndFrame,,,,,,,,,
SetLocation,-951.243605,667.199855,-27.706481,,,,,,
SetRotation,0,0,-1,0,1,0,1,0,0
EndFrame,,,,,,,,,
SetLocation,-951.243605,667.199855,-27.706481,,,,,,
SetRotation,0,0,-1,0,1,0,1,0,0
EndFrame,,,,,,,,,
SetLocation,-951.243605,667.199855,-27.706481,,,,,,
SetRotation,0,0,-1,0,1,0,1,0,0
EditSphere,2947,1328,2258,13,TRUE,,,,
EndFrame,,,,,,,,,
SetLocation,-951.243605,667.199855,-27.706481,,,,,,
SetRotation,0,0,-1,0,1,0,1,0,0
EndFrame,,,,,,,,,
SetLocation,-951.243605,667.199855,-27.706481,,,,,,
SetRotation,0,0,-1,0,1,0,1,0,0
EndFrame,,,,,,,,,
SetLocation,-951.243605,667.199855,-27.706481,,,,,,
SetRotation,0,0,-1,0,1,0,1,0,0
EndFrame,,,,,,,,,
SetLocation,-951.243605,667.199855,-27.706481,,,,,,
SetRotation,0,0,-1,0,1,0,1,0,0
EndFrame,,,,,,,,,
SetLocation,-951.243605,667.199855,-27.706481,,,,,,
SetRotation,0,0,-1,0,1,0,1,0,0
EndFrame,,,,,,,,,
SetLocation,-951.243605,667.199855,-27.706481,,,,,,
SetRotation,0,0,-1,0,1,0,1,0,0
EndFrame,,,,,,,,,
SetLocation,-951.243605,667.199855,-27.706481,,,,,,
SetRotation,0,0,-1,0,1,0,1,0,0
EndFrame,,,,,,,,,
SetLocation,-951.243605,667.199855,-27.706481,,,,,,
SetRotation,0,0,-1,0,1,0,1,0,0
EndFrame,,,,,,,,,
SetLocation,-951.243605,667.199855,-27.706481,,,,,,
SetRotation,0,0,-1,0,1,0,1,0,0
EndFrame,,,,,,,,,
SetLocation,-951.243605,667.199855,-27.706481,,,,,,
SetRotation,0,0,-1,0,1,0,1,0,0
EndFrame,,,,,,,,,
SetLocation,-951.243605,667.199855,-27.706481,,,,,,
SetRotation,0,0,-1,0,1,0,1,0,0
EndFrame,,,,,,,,,
SetLocation,-951.243605,667.199855,-27.706481,,,,,,
SetRotation,0,0,-1,0,1,0,1,0,0
EndFrame,,,,,,,,,
SetLocation,-951.243605,667.199855,-27.706481,,,,,,
SetRotation,0,0,-1,0,1,0,1,0,0
